字段1_文本,字段1_链接,字段2,时间,字段3,时间1
肖有才的才,https://www.dongchedi.com/user/111308069938,外观即是正义，自己喜欢才是最重要的！ 内饰简约高级，用料真实，质感做工都是一级！难道非要像飞机座舱全是按钮才是高级豪华嘛 咬牙上的豪华版，配置该有的都有，GT是赶不上了，而且续航也不够我这家用的人 空间方面反正对我家庭来说是足够了的，车内空间装点小玩具什么的，前备箱用来买菜，后备箱来装大物件，分工明确！ 续航真实，我说的是表显续航和实际续航，是多少就是多少，完全不虚。目前距离官方数据有点差距，530多也差不多，毕竟续航还是受了很多因素的影响。 车机集成度非常高，一句电马同学就能语音操控很多功能，方便快捷 电马的驾驶乐趣很足，三种模式下的电马是三种驾驶感受不一样的电马，经济，舒适，运动，切换自如。但是目前刹车没习惯，有点硬，每次刹车都没有之前油车那么平滑，多少都带了点点头感...,2022-03-21,上海,
DdearGod,https://www.dongchedi.com/user/2797596673316327,GT颜值没得说，美国传统肌肉车味道，终于知道为什么漂亮国这么热衷于肌肉车了，酷毙了，大气的一批！路上回头率妥妥的 空间日常使用绝对是够用的，我身高180，媳妇170，还有两个快五岁的双胞胎，坐起来很宽敞，但是后排空间相比来说是略微有点小的，不过只要不是一家六口上，我家四个人是没有问题的。内饰设计相对现在的新能源来说，就对比极氪吧，特斯拉不行，确实是有点老气的，但是用料真实这个没得的说，皮质座椅很软很舒服，虽然不是真皮，但这种高级的合成皮摸起来触感很棒。车机，额，就像早几年的智能机，但是人机交互还是挺灵敏的，凑合吧。 动力就不说了，快快快！猛猛猛！一脚下去就是60多，转向很精准，可能是习惯问题，很喜欢偏重一点的方向盘，用起来很顺畅。 不太在意什么续航的，买这车纯粹就是玩，电耗确实是比较大，在温柔驾驶也要20个能耗，还好这边充电桩多，不愁没地方冲。,2022-04-11,深圳,
伍六七675,https://www.dongchedi.com/user/1380612199952984,首先最值得肯定的就是外观，造型和Urus有点像 内饰都说简单我倒是很喜欢这种精简风格，干净，做工细致，用料也还行，很有科技感，偶尔再开原来的油车都很不习惯了，就像用了智能机后换回大哥大的感觉。 配置方面就不多说了吧，30来万的新能源车这样的配置差不多 空间储物能力无敌，除去前后备箱的储物空间之外，车内基本上都是储物格子，很适合我这种带两个娃的家庭（玩具储备格），很能装 平均续航470km，单位离家不远，基本没在外面充过电，市内电耗基本在15左右，这两天有点冷，空调开的有点多，干到了17 智能化正常水平，送的辅助包好用。 适应了快一个月，基本每天都是细语和入胜上下班，这两模式和之前开油车差不多，视野很开阔，开起来很舒服，不羁也就晚上空闲体验了一下，加速水平一级。,2022-02-23,重庆,
HERRY不开车,https://www.dongchedi.com/user/1406965415686364,"1. 以开车人的角度看，作为车来说十分制能打8~9分。开过的基本很难作为驾驶者挑出毛病。
2.  乘坐时悬挂确实偏硬。与油马过减速带时差距不大。(经常看到网上突然冒出来的油马信仰大师.等你真正开过这两台车就知道电马的驾驶乐趣一点也不比油马少)
3. 车机确实拉胯，跟极氪差不多(非要给820a打分的话 4~5分，与特斯拉那块大屏的流畅程度隔了一条鸿沟。类比一下就是
去年的iPad(特斯拉)和三四年前的安卓平板(mache)   说是跟百度深度合作，作为写过两天代码的车主一看就知道这玩意技术含量不高，希望以后可以优化。",2022-06-03,成都,
用户7116213476749,https://www.dongchedi.com/user/1891604878072055,【空间表现】 非常大空间 【续航】 还可以，400km左右，要求别那么高，天底下好事都你一个人占？ 【充电时间】 快 【智能化】 比较智能，开起来还可以的。 总体我觉得挺值的，主要别人不买，这个车性价比太高了，我希望就我一个人有，路上都是特斯拉啥的车子，太多了我就觉得好普通，这个车绝对可以的，我前一辆宝马5系，感觉宝马舒适度稍微好些，但是宝马5系已经是舒适度的顶尖了，保时捷、奔驰都没宝马舒适的，这个40w不到的车，能到这样子，我觉得真的特别幸运，哈哈。另外还要说一下，所有车都有自己的特点，这辆车，就是运动就是快，而且非常适合，3个模式更是非常实用，我觉得让我再选一次，也会再买一次它，车主要需要有特点，这个价位能有自己特点的车，真的了不起！,2022-03-30,杭州,
Ssserhuo,https://www.dongchedi.com/user/1327805917312323,【外观】非常不错，非常卡在我的审美上。出门灰常拉风，吸睛率超高！ 【内饰】内饰整体做工不错，设计中规中矩，没有太惊艳的地方。 【配置】本来打算入手标续的，后面还是看中了前排的双层玻璃和音响，而且，u1s1，空调效果巨牛批 【空间】空间完全够用，家用没问题，储蓄空间也很多，尾箱也可以放到非常方便，可以放比较多的东西，偶尔把后排打下来也可以休息。 【续航】目前平均电耗16左右，夏天空调比较勤，充满一次大概跑个400多公里没问题，预留一点去充电 【智能化】一般般，清晰度和流畅度不错，就是比较简单，功能较少，可玩性不多 【驾驶感受】加速快，我性子比较急，地板油擦的多，不过这个瞬间加速确实爽，电门比较柔和，而且根据驾驶模式来，不同的驾驶模式，电门的灵敏度不同，但是电马的刹车比较硬，红绿灯点头感强烈。,2022-08-10,长春,
博学多才的糯米MP,https://www.dongchedi.com/user/3702750498263663,2021.12.12订车，2022.03.07通知车到了，叫去验车，因为疫情原因，03.10去验车，后又因疫情原因03.21提车，上临牌，注册上牌一气呵成，没有什么难的，整车外型流线型，后尾灯独特，晚上迎宾灯拉风，B&O音响效果不错，当时订的28.2，后来觉得豪华版音响不错，果断改款豪华版，提车到04.14实际行驶760公里，高速走了500多公里，市区道路走了270公里，新手，里程是练车练的，什么样的驾驶模式都试过，好上手，特别是辅助自动驾驶用起来超级好用，对于我个新手来说不用太过紧张，目前还没有发现什么不好的，希望我的野马保持良好的状态，开着舒服，看着舒心，好好陪伴我的惬意生活。 【空间表现】 空间对于我来说够用，够大。 【续航】 续航没有出市，现在够用，以后出省回老家就不知道行不行！ 【充电时间】 充电都是用慢充，每次充到95%，每次用到60%左右的时候我就开始充电了，是不是太频繁了？ 【智能化】 我觉得还不错，因为我没有用过其它智能汽车，没有比较，不敢说是天花板。 【最不满意】 没有不满意，非要说一条的话，内饰不是很高档吧！ 【提车价格】 30.99 【驾驶感受】 不错，对于新手来说，太香了 【保养】 目前还没有进行保养。 【购车经历】 在深圳KK One订车，小伙伴们热情似火，最后订车成功！,2022-04-15,深圳,
WENYU游泳日记,https://www.dongchedi.com/user/3927077101784264,"提车至今差不多两年，自我感觉很不错，也很喜欢，外观阳刚运动，还有迎宾灯，仪式感满满，操控感非常不错，方向灵敏，动力十足，三种模式可供选择，切换不羁模式加速给力。经常使用单踏板细雨模式，开起来方向盘很轻，松开电门也会立刻就停，很丝滑的减速，反正挑不出什么毛病，驾驶感受很满意，内饰方面干净简洁，环保无异味，车机方面还好，听听音乐看看电影够用，上高速开启自动辅助驾驶省事没那么疲倦，后期升级就会越来越好，目前不影响，毕竟重在驾驶乐趣。总体来说很满意。

【空间表现】
小家庭够用了，目前两人世界。
【续航】
深圳回老家来回够用了，没有什么焦虑。
【充电时间】
充电时间快充一般不到三十分钟左右就到 80%
【智能化】
自己要求不高，能听歌，看看导航就可以了。",2022-03-27,深圳,
用户4139680931711,https://www.dongchedi.com/user/75221444594893,买电车就是为了省钱，充电超级便宜，开这车之后我都感觉之前那个君越是在烧钱...前脸帅气，肌肉感拉满，大溜背，三柱式尾灯，不给它满分我都过不去，内饰走的年轻路线，简约时尚，没有豪华感，但做工不错，细节也处理的很到位，用料成本肯定很高，毕竟摸起来很舒服，仪表盘有点帅气，特别是不羁下的仪表盘哈哈哈一个人用车，空间上需求不大，所以感觉空间上还是很充足，而且得益于全景天窗的设计，头部空间富余很多，配置选择的是长续航豪华版，除了是单电机之外，那就是满配，很上头之前不能选配掠星蓝这个颜色，不然8000就8000了，骚就完事！现在天气不错，续航有个560多，电耗也不高，里程焦虑什么的不存在，而且现在充电都挺方便的，跑高速也没事，无非就是在服务区打一把麻将而已，智能化凑合吧，基本上新能源车就这样了，别尬，特斯拉，蔚小理也就这样。有人可能会说我为什么打这么高的分了，说实话现在确实没有什么特别不满意的地方，但车都没有十全十美的，自己喜欢就好了，自己看重的点都有了也就忽略了其他的了,2022-06-06,长沙,
用户5371781514170,https://www.dongchedi.com/user/3175867930656094,开了几个月，最令我满意的是爆发力。一脚油门下去，车速很快就能提上来，提速的时候也有很明显的推背感，虽然车速快，但是也不飘，安全配置和续航挺有说服力的，外观就不用说了，电马的外观好评率应该很高吧，我看他们官网年底有3600试驾，建议没有试过的朋友最好去试驾体验下，语言描述和现场体验感觉肯定是不一样的。 作为中型SUV，空间也大，前备箱、后备箱都可以放东西，内饰设计也比较年轻化、比较简单，符合我的喜好。语音助手“电马同学”操作起来很方便，倒车影像挺清晰，门把手的设计挺独特的，我很喜欢。不过方向盘设计得有些掉档次，还有刚提车的时候车子里有点味道，问题不大，散了散就没事了。总体来讲，瑕不掩瑜，没有过于明显的短板，打分的话，满分5分，我给福特电马打4.7分。,2022-12-28,天津,
