字段1_文本,字段2,时间,字段3
缤纷咖啡8E1,8月份的车，优惠1.5W，无置换，两年10w免息，免服务费，上牌费600，送电池护板，6次保养，加点小礼品，感觉还能谈，奈何上夜班实在熬不住，到心里预期底线差不多就算了，深圳区补1.3w能申请下来就好了，竞争太大，随缘吧，综合车子各方面满意。,2023-09-11,深圳
表示ip地址能改,车子比较大气，但其实外观有些不适合年轻人。纯电续航在城区内使用足够，油门响应有些慢。智能化配置还算可以，总体来说比较满意。,,六安
妈咪5732,车比较正常，除了有时候会冷不丁给我来一脚刹车，旁边车道后车快速靠近老是会自己打双闪，方向盘有轻微扭矩转向以外其他完美，续航很不错，充电也是功率拉满，乘坐舒适，能耗表现不错,,上饶
Away3552,整体感受，是辆好车，用车成本相对满意，一辆中大型suv这么大的重量的情况下说起来是挺省油的，而且黑色的外观大气沉稳，开出去还是很有面子的。智能化做的也比较好，刚开始看内饰感觉一个门把手还有仪表盘不太喜欢（开习惯了就好），但是耐不住其他优点可以掩盖这点瑕疵,2023-12-26,西安
用户9937143840535,外观比较满意，这个苍烟色也很耐脏，内饰部分也还不错，就是空调需要在屏幕里调节，感觉不如保留实体按键旋钮，开了一千多公里有市区也有高速，综合能耗不到五个油，感觉还可以接受。动力表现也不错，加速不说特别快吧，但也够用了，毕竟车也不小。,2023-10-07,济南
逸景追峰,驾驶2000公里了，感觉各方面都很喜欢，最遗憾的就是，预算不够，续航里程差一些，智能语音没有想象中那么好用。,,梅州
燃擎频道Myautotime,"【最满意】大五座设计填补了唐的市场空缺，虽然唐也有五座车型，但护卫舰07的空间更大，而且内饰与外观更有新意 【最不满意】作为旗舰车型的补充，护卫舰07在动力配置方面略逊于唐，而且胎噪以及风噪问题也没有改善 【外观】整体造型与比亚迪唐很相似，但显然护卫舰有一套属于自己的设计语言，相比王朝家族更加年轻时尚 【内饰】内饰用料可以参考比亚迪唐，但细节设计与配色还是护卫舰自己的一套，其中灰色内饰广受好评 【空间】空间是它的卖点之一，基于大五座设计，它的整体空间表现也比唐更加优秀。但如果需要更多作为，护卫舰07就满足不了了 【驾驶】在它刚上市的时候，FSD电磁悬挂是它的一大卖点，但随着唐冠军版的面市，这一点优势就被抹平了，但还在它的驾驶体验依旧优秀，对配置不敏感的人群可以忽略 【续航】满油满电下的续航可以逼近1000km,这对日常用车来说无疑是降低了使用成本的",2023-04-26,
馨月如初1,空间相当满意，尤其是后排。 胎噪声略大，仪表盘和门把手确实丑陋，不过看顺了也就那样了。座位的翻皮我怕脏了不好打理，买了全包坐垫。 驾驶感觉不错，我在盘山路上飙到80，车身倾斜度很小，方向盘相比其他车略沉一些！,2023-11-15,商洛
亲切饺子xd,1.此车是混动车型续航1000多km、真能达到的话真省钱、没开过满油不敢断言、看下图续航还有977km 2.因为50km是用电、别看车大提速相当快，看网上说是4.7秒破百 3.前排后排的空间都很大、很平整 4.双层隔音玻璃开起来的时候声音很静🔇 5.开起来很稳重、比我那宋plus ev强不少开完这车再开ev感觉轻飘的 6.带自动泊车功能、在外面试过。我家地库没敢试、主要地库太黑了 7.支持iphone nfc解锁了、比亚迪头一款支持的 8.HUD很方便可以显示导航信息 缺点： 1.海螺🐚式的门把手很有个性、但开门还真不习惯、要往回拉、还要用胳膊肘顶下也许适应适应就OK了 2.车太宽要是像我家这种车位每天停着可真费劲,2023-07-25,
LELF777,不错，除了没有方向盘加热，别的都很好，还有360唤醒时候没有办法语音控制,,常州
看见了没有000,才开了10几天，目前觉得还行，视野开阔，空间大，底盘高且稳，舒适度不错。唯一有一点点感觉，方向盘开快了，有一点点晃动的感觉。,,重庆
用户804296852090,新车20天，行驶2600公里出现EV受限故障，4s店回复需要更换电池包，车拖到4s店已经1周了目前厂家还没回复准确发货时间。比亚迪售后令人堪忧。质量令人堪忧。服务令人堪忧。真给国人丢脸。,2023-07-19,扬州
汽车天涯,外观方面，护卫舰07采用了海洋美学的设计理念，搭配的海浪律动格栅灵感来自于海浪涟漪，头灯一直贯穿至翼子板侧面，拉伸了车头视觉宽度。车身侧面线条充满力量感，还加入了隐藏式门把手，五辐式花瓣轮毂。尾部采用数字化贯穿灯带，尾灯加入螺旋纹理，点亮以后很有辨识度。 动力上，护卫舰07将搭载比亚迪DM-i和DM-p两种动力，由插混专用1.5T高效发动机、EHS电混系统、刀片电池等构成。DM-i版本配备前轴电机驱动，峰值功率145千瓦，百公里亏电油耗5.8L，更注重燃油经济性；DM-P则注重性能，配备前后驱动电机，零百加速4.7s。纯电续航里程分为100/200km。,,
六脉神舰,作为20万价位的大五座，护卫舰07的性价比非常高，友好的奶爸车。外观相对于唐更加运动时尚，内饰清爽，空间非常充裕，底盘稳重，整体感受确实比宋Plus上了一个台阶。,,深圳
用户8030387293221,够用 简单说就是日常使用正好，完全够用 驾驶感受很好，稳 纯电确实少了点，早知道上200公里了，确实失误 智能化一般般，但是够用 提速不错，路上超车随便超超 有一点，后备箱开启的声音太廉价了,2023-06-27,宁波
汽车洋葱圈,【满意】 1，外观霸气，这台车其实和比亚迪唐是一个平台，整车造型都差不多，但是这台车有自己的设计特点，看起来更加的高档。 2，内饰用料好，整个车内都是大面积的皮质包裹，配合旋转的中控屏幕，兼顾科技感和豪华感，价格方面就看自己的心态，个人觉得不算贵。 3，油耗是真的低，如果是城市通勤，完全可以使用纯电模式，每天充电即可，用车成本基本就是几块钱，非常的低。 4，动力强，比亚迪DM-i动力系统确实不错，这台车采用的是1.5T插电式混动系统，电机扭矩和马力足够大，完全能够解决发动机的动力不足。 【不满意】 1，底盘质感一般，没有高级车的那种感觉。 2，隔音效果不好，轮胎噪音特别大，低速和高速都能够有清晰的轮胎滚动噪音。 3，后视镜视野比较小，相较于大块头的车身，小巧的后视镜没办法更完整的看到车身后面的情况。 4，内饰异味很大，主要是塑料的味道，暴晒之后特别呛人。 【油耗】WLTC综合油耗百公里1.42升，如果车主在日常基本都使用混动模式，综合油耗基本在百公里6.5升左右。 【优惠】目前无现金优惠。,,
汽车天涯,比亚迪护卫舰07采用全新样式的进气格栅，内部采用横辐式网状设计，格栅上方还有一条粗壮的装饰板设计，该装饰板由多条竖直的合格饰条组成。采用BYD新字标发光LOGO，并加入参数化的竖状纹理装饰，使其看上去更加时尚。 内饰方面，采用了亲肤麂皮面料的宽奢护航座椅，为驾乘者带来低重力、零拘束的舒适承托体验。车身尺寸方面，新车长宽高分别为4820/1920/1750mm，轴距2820mm，同时舍弃了使用频率较低的第三排，采用了大五座布局。 动力方面，全系搭载了1.5T DM4.0超级混动系统，并提供了DM-i和DM-p两种版本，其中DM-i车型采用了单电机，其峰值功率145kW，亏电油耗5.8L/100公里。DM-p车型采用了前后双电机设计，最大功率分别为145kW和150kW。,,
用户6183924600442,外观好看，内饰方面见仁见智，有喜欢的地方有吐槽的点。车后备箱小了点，佳通轮胎噪音大，其他挺满意。,,东莞
乘风破浪的宇宙Z13,空间大，内饰用力过猛（有不少反人类设计?），驾乘舒适，但小毛病较多，冬天车身异响，高速行驶时比预期油耗高。,,银川
是郑温柔啊,嗯，这款车型的话，整体的话是比较喜欢的，而且很年轻，尤其是隐藏式门把手很时尚，然后像内饰的颜色，我也是比较喜欢的，智能化的话，你看咱们那个语音助手也是连咱陕西话都是可以听到的，小孩儿也用那个刷了抖音啊，看了动画片，感觉还是挺智能的。,2023-03-11,西安
上进阿勒泰0P0,用车两个月，跑了3千公里，车位晚上充电，合下来每公里5分多点，这价格香不香？动力很满意，唯一弱项是车子高后排确实有点晃。,,南京
juzi520572,说几句不好听的话，望大家理解本人比较挑剔，车子在某方面也的确存在问题。 1.那个中控底下的兜，因为晚上有灯光，映射到副驾驶的 车窗，会看不到外面的情况，能不能单独关掉?? 2.胎压不能太低，要不噪音很大，当时那几天下雨天气降 到26-28度，胎压降到235，低速行驶呼呼呼的响，还以为漏气了，厂家标准胎压是250，感觉设定有点低了。,2023-08-30,株洲
拿不到置换补贴的岚友,外观比较符合个人审美，就是内饰豪华感差了点，中控设计还有水杯架大小不大合理，个人对车不专业，所以行驶质感个人觉得还是不错的，想要智能化这块的它肯定是给不了你，只能走基本的一些辅助,,福州
不高兴和没头脑76637913,考虑这辆车的原因:1.我希望有一辆动力足的车，这辆车确实动力很猛，即便是经济模式下，运动模式下100码以上的提速还是很快；2.要省油，油耗确实不高，除非强制保电走市区高架，苏州早晚高峰堵车情况，如果有苏州的盆友应该了解的，所以一箱油强制保电70的情况用一个月其实还行；3.比亚迪产业链完整，更偏向磷酸铁锂电池。实际上我一开始考虑红旗h9，但考虑到油耗和保险，并且混动车更适合开空调午休。 【最不满意】 如果说有缺点，车重又宽，裸车2.26吨，跟车不能像轿车那样近，市区路难开,2023-10-13,苏州
