字段1_文本,字段2,时间,字段3
歿瞰,长安的老车主，从CS75换到UNIK IDD，整体使用非常满意，外观和内饰空间让人心动，座椅舒适度是选择这辆车的直接原因。混动技术虽说比不上比亚迪，但是对于我来说综合体验达到预期，不去追求百公里加速和对技术参数的数据纠结，这是一辆让我满意的达到预期的爱车。,2022-11-07,东莞
明明xx,22年赶在国补最后一天提的车，送了充电桩和全车膜还有脚垫，实际续航100公里吧纯电，冬季不行在东北零下二十度动都动不了,,武汉
A贺哥,6月7号提的车，目前开了200公里，其他都还行，出现过一次小毛病。左左侧影像出现白雾看不清，系统恢复原厂后就可以了。其他问题目前没发现。,,温州
用户8325158571294,因为车沉，续航是会收到一点影响的，但是油的续航也不是很准有一点难受。空间没问题，只可惜一直是司机享受不到，车机卡过一次，其他的都还好，就算有也是可以接受的，毕竟主打性价比嘛,,呼和浩特
自驾狂神,从2022年入手UNIKIDD已经有近11个月了，近16000公里的总行驶里程，平均每个月开了近1500公里，250元不到的电费，相比用油太美丽了，买车送的充电桩，安在自家车库里，充电方便，2-3天充一次电，偶尔用油跑跑发动机。30多度的总电量，用充电桩慢充也就是4小时左右，用随车充要近10+小时才能充满。,2023-02-20,长沙
尼踏嬷好好說話,这个价位空间不是最大，也是最大之一，智能化程度还是很高的，除了节假日家庭出游，跑高速的机会不多，所以胎噪那些感触不深，也不需要那些智能辅助，自己最可靠，加了选装包，总体来说最不满意的就是方向盘，真的不舒服，车友说的系统升级怎么说呢，肯定希望能给予老车主更好的用户体验，要的不多，稳定没毛病可以带着家人去看沿途的风景就好！,2023-05-10,柳州
重庆森林917,车不错，空间很大，纯电驾驶体验好，油电有点顿挫，升级后有极大的改善。其他都好就是自动雨刮差点，感应不太灵敏，调节也没用。,,重庆
pp有牙接头三通直通弯头塞头内接补心,"续航差高速130左右满油满电550km,逻辑差有配置无法使用,系统限制太多,没有任何舒适逻辑,车主无法自主配置车辆,辅助驾驶差,辅助驾驶15秒检测一次,没有任何的舒适可言,反而要经常看仪表有没有方向盘检测",2023-07-06,郑州
Z不交电费瞎发啥光,之前看过T，空间小，比亚迪家里有一台就不考虑。直到后来出了油K，非常喜欢他的外观，空间，配置，个人觉得这个价位同级别最好的。油K的油耗有的吓人，出了混动的毫不犹豫的去订，等了1个多月就到了。 【续航】 买回来一直用的外面的快充，能跑110左右,2022-11-09,无锡
醉醉九州,这车侧边看好看，正前方看前脸不怎么好看，还有就是方向盘按键手感太差，音响效果一般，优点是空间大,,深圳
用户9625451714848,"【提车价格】
价格已经很优惠了，全款提的，销售人员也很热情

【驾驶感受】
开起来和电车感觉一样，提速很快，掌控很轻松，但混动模式下方向盘有点抖动，不太满意，还有车太大了停车不太方便，要是有自动泊车就完美了",2022-09-24,金华
陈杰2578,一般吧，小问题挺多，音响，天窗，变速箱，都是问题，自动泊车也没有，不知道前期宣传的意义在哪里。,,宁波
壹个逗逼1,外观跟内饰没得说，接近个人心理预期，比较完美，配置比较全对于新手还是比较有帮助的。小缺点的话就是混动模式会有点小顿挫，发动机声音还是会有点（相比于纯电来说），刚提车就开混动倒没什么感觉声音大，但是开过纯电之后再开混动就会有对比，还是会有点声音，不过在个人接受范围之内，总体来说比较满意,2022-05-25,杭州
关晓彤的情人,涨价6000后买的。心里不爽。保险强制买了300万，驾驶过程中，底盘感觉不怎么舒服。减震一般。松松垮垮的感觉。电跑的多。,,益阳
自在自驾游,后备箱太小。这排座椅太矮，太短。 缺少行李架，不方便长途自驾游车载物上方空间拓展。 后排座椅放倒之后有斜度不适合当床车。 A柱盲区较大，视野开阔性一般。,,湛江
思念熬成灰50065555,外观仁者见仁智者见智，我觉得挺好看的就是人机交互有些不太方便，也有可能是我还没弄清楚。音响效果听不出来是索尼该有的效果，目前就发现左后天窗会偶尔有异响其他没发现有什么问题,,昆明
身不由己196198191,整体很ok，自己看了很久也试驾了很久，最终还是确定了大kidd，别人再多的测评都不去如自己驾评，但有一说一，有些小故障需要继续提升：主驾侧玻璃偶发无法升降，雨量传感器故障，偶发D挡挂不上。,2023-09-02,广州
安东尼莫克,可能是因为之前开卡罗拉，现在开idd，开起来挺爽的，无论是纯电还是混动，动力都很足，因为日常使用的是纯电，动力绝对够用，混动模式一般也是经济模式，动力绝对够用，只是反应有点慢，但是一旦打开运动模式，那感觉嗷嗷叫的往前冲。,2022-11-28,深圳
用户3836509558308,外观没说的，眼前一亮，掀起无边界前脸潮流，表显续航很不准，总体来说还是很满意的，对比上一辆合资小车，空间是巨大的提升，行驶费用反而降低不少，主要是我大部分市区用纯电费用太低了，动力也比原来的强大太多，就行驶质感过于偏舒适。,2022-07-06,贵阳
呵哇发,满意的地方：不管是大小，还是配置都比较满意。最关键是价格，16万多的价格很难找到差不多的车型。 不满意的地方： 1.没电的时候动力不是特别好，高速吃力。 2.厂家配了个充气泵，结果是点烟器接口的，更神奇的是这台车没有点烟器接口。,2023-10-27,福州
盐太淡,还行吧，发动机噪音有点大还有顿挫感家用还行，空间够大续航有点虚标,,海口
黑炫冰,空间可以，有点肉，要是你性子不急，整体感觉还不错，锁车没声音，总得看一下,,贵阳
破红尘真人,配置上少了方向盘加热功能，其他都非常好用。智能方面除了高德地图拉垮以外，其他都还好用。还有一点偶尔出现的360全景影像突然失灵外（搁置一晚上自己又好了），其他没啥毛病。,,西安
缺一份安心4,外观电池包有点可下，尾灯缝隙一大一小，内饰很满意，唯一不足后视镜和三万的车装的一样，动力还可以，现在觉得动能回收的电量找不到了，天天充电咋办？很头疼的一件事,,西安
流浪的135835053,今天升级完毕后，除了不能充电，发动机也不工作，还好不在高速上。不然请全村吃席。因出差，家也回不去了，只能住酒店。还不知道明天啥时间能解决处理好这个问题。对于系统跟新会出这么大的问题，为什么在更新前没有发现呢？编程师估计实在长安混日子的。打了长安服务热线，接线员除了表示抱歉，她也无能为力。,2023-02-10,成都
用户8612084541647,发动机驱动时变速箱顿挫感明显，发动机噪音大，方向盘虚伪也大，其它的都还好吧，,,镇江
聪慧的清静淡泊,外观可以，内饰顶棚没有黑色不耐脏，车机智能方面不开放，只能用垃圾来形容，赶紧开放车主随意安装软件吧，发挥车机性能；亏电续航还是可以的，换挡顿挫有，前2天更新后平顺多了，更新前亏电油耗6L以下，更新后6.4L左右（快速路、市区各半）。,2022-04-27,南昌
番茄1099159328525316,其他没什么可说的，就是底盘调的确实让人难以接受，不能乱打方向，不然你会吐。稍微有点颠簸就晃得不行，开一个小时左右就会头晕脑胀。唉，怀念我的赛欧3了??,,江门
秋名山王二妮,空间大，舒适，出行不限号，动力强。另外这种p2强混架构的油耗只是相对燃油版低一点，和比亚迪没法比，但是小城市真的适合，走走停停用电ok的。出去野餐也能提供输出电源，能输出20度电呢。这个价位性价比还是可以。,2022-07-01,汉中
用户5367862426881,车辆跟油的时候不知道是发动机异响还是什么，听着烦，找4S也没看出个啥毛病,,遂宁
快开车V,"最满意的地方：座椅样式造型非常豪华贴身，包裹性和承托性十分出色，搭配两侧的 SONY 扬声器，乘坐体验舒适。主驾驶位6向副驾驶位4向，均为电动调节带腰部、加热、通风、主记忆功能，上方还带有全景可开启天窗，档次感十足。

最不满意的地方：中控有时有异响，低速没电的情况下车身抖动。 APP有些少，没有太大的可玩性。

外观方面：依旧延用长安概念车型的设计元素，前进气格栅为无边框设计，内部由类鳞片式的点状结构作为填充，左右两侧前大灯组造型十分狭长，内部匹配LED光源，点亮之后的视觉效果不错。来回贯穿的暗红尾灯，结合高位獠牙刹车灯，更具脸谱感。尾部造型极具宽感，非常有气势，后包围双出的镀铬大尾排，以及中间的獠牙设计，更具性能感与运动气息。电动感应式后尾门，拥有位置记忆功能。

内饰方面：非常简约的中控布局，和同级车型采用按键和旋钮的做法不同，这车在设计上几乎没有配置任何按键，大家在实际用车的时候，都可以通过3+1 智慧四联屏进行操作。再搭配软材质包裹的中控，以及类似矩形的赛用方向盘，整车的设计让人仿佛置身于星际战舰之中。除了卫星导航系统、GPS导航显示等功能之外，还拥有语音识别控制、车联网，以及OTA功能。

空间方面：车长4.865m、车宽1.948m、车高1.7m、轴距2.89m，空间表现同级别少有能与之匹敌的。后排大空间配舒适大沙发，座椅设计有头枕中央扶手杯架老板键等，并可以40:60折叠放倒。自动双区空调，可以自由调控，前后的电源接口也配备到位。后备箱容积518L-1412L，空间很大很能装物品，可满足日常生活的一切所需。

驾驶感受：搭载的是蓝鲸iDD混动系统（蓝鲸1.5T发动机+驱动电机+蓝鲸三离合电驱系统组成），百公里加速时间仅需8.1秒，NEDC综合油耗0.8L/100km、油箱容积53L。纯电续航里程130km，能保证三天正常上下班通勤无需充电，能省油同时还没有里程焦虑。多达6种的驾驶模式可供选择，车主可根据自身的情况选择出最为合适的个性化驾驶模式。在城市路面行驶时，其车身姿态灵动，方向盘比较轻盈，在需要大幅度转向时能够让驾驶者轻松操控，这对于女司机来说也是十分得友好。

购买建议：长安UNI-K iDD算是一款极具性价比的车，空间同级别上游水准，混动油耗更加节省，配置非常齐全，价格上也比同级便宜不少。推荐入手尊贵型，相比入门级车型虽多出1.6万元，但该配置在功能方面增加有并线辅助，车道偏离预警，车道保持辅助，道路交通标识识别，疲劳驾驶提醒，倒车车侧预警，感应后备厢，手机无线充电，副驾驶座椅腰部支撑四向调节，前排座椅加热/通风，驾驶位电动座椅记忆，副驾驶位后排可调节按钮，手持控制，面部识别，自适应远近光，车内64色氛围灯，前排多层隔音玻璃，后排侧隐私玻璃，外后视镜倒车自动下翻/记忆等。此外，轮圈规格由20英寸提升至21英寸，整体的提升幅度较大，性价比高。",2022-03-29,
